,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,front-end_catalogue,front-end_user,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,orders_payment,orders_user,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_front-end,unknown_frontend,unknown_redis-cart,user_user-db
0,0,0.042533333333333326,0.3272,0.0,5.384615384615384,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.470981058766391,42.5,5.0148809523809526,5.038424978063761,5.862099723485863,5.0,0.042533333333333326,0.0,0.0,0.0,5.01953125,0.0,0.0,19.029126213592235,0.0,0.0344
1,2,0.042533333333333326,0.3272,0.0,5.384615384615384,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.470981058766391,42.5,5.0148809523809526,5.038424978063761,5.862099723485863,5.0,0.042533333333333326,0.0,0.0,0.0,5.01953125,0.0,0.0,19.029126213592235,0.0,0.0344
2,4,0.042533333333333326,0.3272,0.0,5.384615384615384,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.470981058766391,42.5,5.0148809523809526,5.038424978063761,5.862099723485863,5.0,0.042533333333333326,0.0,0.0,0.0,5.01953125,0.0,0.0,19.029126213592235,0.0,0.0344
3,6,0.05316666666666666,0.38325,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.091743119266057,5.0,47.0,5.00499001996008,5.0125523110264165,5.361035907666001,5.0,0.05316666666666666,0.0,0.0,0.0002666666666666667,5.0,0.0,0.0,18.4051724137931,0.0,0.027566666666666663
4,8,0.05954666666666668,0.41688000000000003,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.091743119266057,5.0,47.0,5.00499001996008,5.0125523110264165,5.361035907666001,5.0,0.05954666666666668,0.0,0.0,0.00042666666666666667,5.0,0.0,0.0,18.4051724137931,0.0,0.023466666666666663
5,10,0.06380000000000001,0.43929999999999997,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.091743119266057,5.0,47.0,5.00499001996008,5.0125523110264165,5.361035907666001,5.0,0.06380000000000001,0.0,0.0,0.0005333333333333334,5.0,0.0,0.0,18.4051724137931,0.0,0.020733333333333333
6,12,0.06076190476190476,0.40882857142857143,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0859707132735,60.0,5.010460251046025,5.006297229219144,5.433484423339809,5.0,0.06076190476190476,0.0,0.0,0.00045714285714285724,5.0,0.00015238095238095242,0.0,18.008474576271187,0.0,0.01878095238095238
7,14,0.058483333333333325,0.385975,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0859707132735,60.0,5.010460251046025,5.006297229219144,5.433484423339809,5.0,0.058483333333333325,0.0,0.0,0.0004,5.0,0.0002666666666666667,0.0,18.008474576271187,0.0,0.017316666666666668
8,16,0.056711111111111115,0.36819999999999997,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0859707132735,60.0,5.010460251046025,5.006297229219144,5.433484423339809,5.0,0.056711111111111115,0.0,0.0,0.0003555555555555556,5.0,0.0003555555555555556,0.0,18.008474576271187,0.0,0.016177777777777777
9,18,0.059546666666666664,0.3793933333333333,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.046296296296297,5.033333333333333,54.16666666666667,5.0,5.0,5.405002744452286,5.0,0.059546666666666664,0.0,0.0,0.00032,5.0,0.00032,0.0,17.689075630252102,0.0,0.018000000000000002
10,20,0.06186666666666665,0.3885515151515151,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.046296296296297,5.033333333333333,54.16666666666667,5.0,5.0,5.405002744452286,5.0,0.06186666666666665,0.0,0.0,0.0002909090909090909,5.0,0.0002909090909090909,0.0,17.689075630252102,0.0,0.019490909090909087
11,22,0.06379999999999998,0.3961833333333333,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.046296296296297,5.033333333333333,54.16666666666667,5.0,5.0,5.405002744452286,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,17.689075630252102,0.0,0.02073333333333333
12,24,0.06379999999999998,0.3926333333333332,0.0,5.384615384615384,5.192307692307692,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.278110236220472,58.33333333333334,5.0,5.0,5.45677248137185,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0233644859813085,0.0002666666666666667,0.0,18.560606060606066,0.0,0.01845555555555555
13,26,0.06379999999999998,0.3890833333333332,0.0,5.384615384615384,5.192307692307692,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.278110236220472,58.33333333333334,5.0,5.0,5.45677248137185,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0233644859813085,0.0002666666666666667,0.0,18.560606060606066,0.0,0.016177777777777777
14,28,0.06379999999999998,0.3855333333333332,0.0,5.384615384615384,5.192307692307692,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.278110236220472,58.33333333333334,5.0,5.0,5.45677248137185,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0233644859813085,0.0002666666666666667,0.0,18.560606060606066,0.0,0.0139
15,30,0.06379999999999998,0.392811111111111,0.0,5.333333333333333,5.0,5.0,5.0,2.5,5.0,0.0,0.0,5.0925925925925934,5.625243474873394,44.00000000000001,5.062400405620745,5.038668076690655,6.866926932716407,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,59.37499999999997,0.0,0.016177777777777777
16,32,0.06379999999999998,0.4000888888888888,0.0,5.333333333333333,5.0,5.0,5.0,2.5,5.0,0.0,0.0,5.0925925925925934,5.625243474873394,44.00000000000001,5.062400405620745,5.038668076690655,6.866926932716407,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,59.37499999999997,0.0,0.01845555555555555
17,34,0.06379999999999998,0.40736666666666665,0.0,5.333333333333333,5.0,5.0,5.0,2.5,5.0,0.0,0.0,5.0925925925925934,5.625243474873394,44.00000000000001,5.062400405620745,5.038668076690655,6.866926932716407,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,59.37499999999997,0.0,0.02073333333333333
18,36,0.06379999999999998,0.4250999999999999,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.308219178082193,80.00000000000001,5.04046762589928,5.01615044619599,6.341057635175282,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.021739130434783,0.0002666666666666667,0.0,121.42857142857143,0.0,0.02073333333333333
19,38,0.06379999999999998,0.44283333333333325,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.308219178082193,80.00000000000001,5.04046762589928,5.01615044619599,6.341057635175282,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.021739130434783,0.0002666666666666667,0.0,121.42857142857143,0.0,0.02073333333333333
20,40,0.06379999999999998,0.4605666666666666,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.308219178082193,80.00000000000001,5.04046762589928,5.01615044619599,6.341057635175282,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.021739130434783,0.0002666666666666667,0.0,121.42857142857143,0.0,0.02073333333333333
21,42,0.06379999999999998,0.4822388888888888,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.428571428571429,46.25,5.037807183364839,5.02065073152237,6.526092532307388,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,115.95744680851068,0.0,0.02073333333333333
22,44,0.06379999999999998,0.503911111111111,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.428571428571429,46.25,5.037807183364839,5.02065073152237,6.526092532307388,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,115.95744680851068,0.0,0.02073333333333333
23,46,0.06379999999999998,0.5255833333333332,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.428571428571429,46.25,5.037807183364839,5.02065073152237,6.526092532307388,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,115.95744680851068,0.0,0.02073333333333333
24,48,0.06379999999999998,0.5387277777777777,0.0,5.0,5.0,5.357142857142857,5.0,5.0,5.0,0.0,0.0,,5.127849117174961,85.41666666666669,5.01659754460848,5.018890074455684,6.015658515658516,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,117.10526315789473,0.0,0.02073333333333333
25,50,0.06379999999999998,0.5518722222222221,0.0,5.0,5.0,5.357142857142857,5.0,5.0,5.0,0.0,0.0,,5.127849117174961,85.41666666666669,5.01659754460848,5.018890074455684,6.015658515658516,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,117.10526315789473,0.0,0.02073333333333333
26,52,0.06379999999999998,0.5650166666666665,0.0,5.0,5.0,5.357142857142857,5.0,5.0,5.0,0.0,0.0,,5.127849117174961,85.41666666666669,5.01659754460848,5.018890074455684,6.015658515658516,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,0.0,117.10526315789473,0.0,0.02073333333333333
27,54,0.06379999999999998,0.5792888888888887,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.595355731225296,44.75,5.086897718889676,5.0275391457101675,6.799040823488129,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.082644628099174,0.0002666666666666667,0.0,127.55102040816328,0.0,0.02073333333333333
28,56,0.06379999999999998,0.593561111111111,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.595355731225296,44.75,5.086897718889676,5.0275391457101675,6.799040823488129,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.082644628099174,0.0002666666666666667,0.0,127.55102040816328,0.0,0.02073333333333333
29,58,0.06379999999999998,0.6078333333333332,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,5.595355731225296,44.75,5.086897718889676,5.0275391457101675,6.799040823488129,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.082644628099174,0.0002666666666666667,,127.55102040816328,,0.02073333333333333
30,60,0.06379999999999998,0.6065333333333331,0.0,1000.0,5.357142857142857,5.0,5.0,5.5,5.357142857142857,0.0,0.0,,6.602564102564102,2000.0,5.124829234972678,5.1355206847360915,8.550576184379,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.260416666666666,0.0002666666666666667,,161.07142857142856,,0.02073333333333333
